PING 172.16.114.238 (172.16.114.238) 56(84) bytes of data.
64 bytes from 172.16.114.238: icmp_seq=715 ttl=61 time=0.283 ms
64 bytes from 172.16.114.238: icmp_seq=716 ttl=61 time=0.325 ms
64 bytes from 172.16.114.238: icmp_seq=717 ttl=61 time=0.342 ms
64 bytes from 172.16.114.238: icmp_seq=718 ttl=61 time=0.378 ms
64 bytes from 172.16.114.238: icmp_seq=719 ttl=61 time=0.277 ms
64 bytes from 172.16.114.238: icmp_seq=720 ttl=61 time=0.371 ms
64 bytes from 172.16.114.238: icmp_seq=721 ttl=61 time=0.506 ms
64 bytes from 172.16.114.238: icmp_seq=722 ttl=61 time=2.07 ms
64 bytes from 172.16.114.238: icmp_seq=723 ttl=61 time=0.326 ms
64 bytes from 172.16.114.238: icmp_seq=724 ttl=61 time=0.482 ms
64 bytes from 172.16.114.238: icmp_seq=725 ttl=61 time=0.359 ms
64 bytes from 172.16.114.238: icmp_seq=726 ttl=61 time=6.95 ms
64 bytes from 172.16.114.238: icmp_seq=727 ttl=61 time=0.365 ms
64 bytes from 172.16.114.238: icmp_seq=728 ttl=61 time=0.391 ms
64 bytes from 172.16.114.238: icmp_seq=729 ttl=61 time=0.522 ms
64 bytes from 172.16.114.238: icmp_seq=730 ttl=61 time=0.351 ms
64 bytes from 172.16.114.238: icmp_seq=731 ttl=61 time=0.537 ms
64 bytes from 172.16.114.238: icmp_seq=732 ttl=61 time=0.289 ms
64 bytes from 172.16.114.238: icmp_seq=733 ttl=61 time=0.528 ms
64 bytes from 172.16.114.238: icmp_seq=734 ttl=61 time=1.57 ms
64 bytes from 172.16.114.238: icmp_seq=735 ttl=61 time=0.373 ms
64 bytes from 172.16.114.238: icmp_seq=736 ttl=61 time=5.73 ms
64 bytes from 172.16.114.238: icmp_seq=737 ttl=61 time=0.568 ms
64 bytes from 172.16.114.238: icmp_seq=738 ttl=61 time=4.45 ms
64 bytes from 172.16.114.238: icmp_seq=739 ttl=61 time=0.404 ms
64 bytes from 172.16.114.238: icmp_seq=740 ttl=61 time=7.86 ms
64 bytes from 172.16.114.238: icmp_seq=741 ttl=61 time=0.370 ms
64 bytes from 172.16.114.238: icmp_seq=742 ttl=61 time=0.528 ms
64 bytes from 172.16.114.238: icmp_seq=743 ttl=61 time=0.529 ms
64 bytes from 172.16.114.238: icmp_seq=744 ttl=61 time=13.6 ms
64 bytes from 172.16.114.238: icmp_seq=745 ttl=61 time=0.476 ms
64 bytes from 172.16.114.238: icmp_seq=746 ttl=61 time=0.401 ms
64 bytes from 172.16.114.238: icmp_seq=747 ttl=61 time=0.388 ms
64 bytes from 172.16.114.238: icmp_seq=748 ttl=61 time=0.364 ms
64 bytes from 172.16.114.238: icmp_seq=749 ttl=61 time=0.519 ms
64 bytes from 172.16.114.238: icmp_seq=750 ttl=61 time=0.407 ms
64 bytes from 172.16.114.238: icmp_seq=751 ttl=61 time=0.299 ms
64 bytes from 172.16.114.238: icmp_seq=752 ttl=61 time=0.554 ms
64 bytes from 172.16.114.238: icmp_seq=753 ttl=61 time=0.446 ms
64 bytes from 172.16.114.238: icmp_seq=754 ttl=61 time=0.514 ms
64 bytes from 172.16.114.238: icmp_seq=755 ttl=61 time=0.473 ms
64 bytes from 172.16.114.238: icmp_seq=756 ttl=61 time=0.522 ms
64 bytes from 172.16.114.238: icmp_seq=757 ttl=61 time=0.479 ms
64 bytes from 172.16.114.238: icmp_seq=758 ttl=61 time=0.490 ms
64 bytes from 172.16.114.238: icmp_seq=759 ttl=61 time=0.342 ms
64 bytes from 172.16.114.238: icmp_seq=760 ttl=61 time=0.337 ms
64 bytes from 172.16.114.238: icmp_seq=761 ttl=61 time=0.342 ms
64 bytes from 172.16.114.238: icmp_seq=762 ttl=61 time=0.263 ms
64 bytes from 172.16.114.238: icmp_seq=763 ttl=61 time=0.257 ms
64 bytes from 172.16.114.238: icmp_seq=764 ttl=61 time=0.254 ms
64 bytes from 172.16.114.238: icmp_seq=765 ttl=61 time=0.339 ms
64 bytes from 172.16.114.238: icmp_seq=766 ttl=61 time=0.267 ms
64 bytes from 172.16.114.238: icmp_seq=767 ttl=61 time=0.254 ms
64 bytes from 172.16.114.238: icmp_seq=768 ttl=61 time=0.767 ms
64 bytes from 172.16.114.238: icmp_seq=769 ttl=61 time=0.437 ms
64 bytes from 172.16.114.238: icmp_seq=770 ttl=61 time=0.259 ms
64 bytes from 172.16.114.238: icmp_seq=771 ttl=61 time=0.276 ms
64 bytes from 172.16.114.238: icmp_seq=772 ttl=61 time=0.386 ms
64 bytes from 172.16.114.238: icmp_seq=773 ttl=61 time=0.285 ms
64 bytes from 172.16.114.238: icmp_seq=774 ttl=61 time=0.373 ms
64 bytes from 172.16.114.238: icmp_seq=775 ttl=61 time=0.380 ms
64 bytes from 172.16.114.238: icmp_seq=776 ttl=61 time=0.381 ms
64 bytes from 172.16.114.238: icmp_seq=777 ttl=61 time=0.370 ms
64 bytes from 172.16.114.238: icmp_seq=778 ttl=61 time=0.384 ms
64 bytes from 172.16.114.238: icmp_seq=779 ttl=61 time=0.328 ms
64 bytes from 172.16.114.238: icmp_seq=780 ttl=61 time=0.463 ms
64 bytes from 172.16.114.238: icmp_seq=781 ttl=61 time=0.340 ms
64 bytes from 172.16.114.238: icmp_seq=782 ttl=61 time=0.392 ms
64 bytes from 172.16.114.238: icmp_seq=783 ttl=61 time=0.296 ms
64 bytes from 172.16.114.238: icmp_seq=784 ttl=61 time=0.429 ms
64 bytes from 172.16.114.238: icmp_seq=785 ttl=61 time=0.541 ms
64 bytes from 172.16.114.238: icmp_seq=786 ttl=61 time=0.483 ms
64 bytes from 172.16.114.238: icmp_seq=787 ttl=61 time=0.387 ms
64 bytes from 172.16.114.238: icmp_seq=788 ttl=61 time=0.377 ms
64 bytes from 172.16.114.238: icmp_seq=789 ttl=61 time=1.82 ms
64 bytes from 172.16.114.238: icmp_seq=790 ttl=61 time=0.484 ms
64 bytes from 172.16.114.238: icmp_seq=791 ttl=61 time=0.498 ms
64 bytes from 172.16.114.238: icmp_seq=802 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=803 ttl=61 time=0.472 ms
64 bytes from 172.16.114.238: icmp_seq=804 ttl=61 time=0.492 ms
64 bytes from 172.16.114.238: icmp_seq=805 ttl=61 time=0.378 ms
64 bytes from 172.16.114.238: icmp_seq=806 ttl=61 time=19.7 ms
64 bytes from 172.16.114.238: icmp_seq=807 ttl=61 time=24.5 ms
64 bytes from 172.16.114.238: icmp_seq=808 ttl=61 time=0.496 ms
64 bytes from 172.16.114.238: icmp_seq=809 ttl=61 time=0.493 ms
64 bytes from 172.16.114.238: icmp_seq=810 ttl=61 time=0.487 ms
64 bytes from 172.16.114.238: icmp_seq=811 ttl=61 time=0.480 ms
64 bytes from 172.16.114.238: icmp_seq=812 ttl=61 time=0.298 ms
64 bytes from 172.16.114.238: icmp_seq=813 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=814 ttl=61 time=0.477 ms
64 bytes from 172.16.114.238: icmp_seq=815 ttl=61 time=0.352 ms
64 bytes from 172.16.114.238: icmp_seq=818 ttl=61 time=0.541 ms
64 bytes from 172.16.114.238: icmp_seq=819 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=820 ttl=61 time=0.481 ms
64 bytes from 172.16.114.238: icmp_seq=821 ttl=61 time=0.484 ms
64 bytes from 172.16.114.238: icmp_seq=822 ttl=61 time=0.545 ms
64 bytes from 172.16.114.238: icmp_seq=823 ttl=61 time=0.492 ms
64 bytes from 172.16.114.238: icmp_seq=824 ttl=61 time=0.376 ms
64 bytes from 172.16.114.238: icmp_seq=825 ttl=61 time=2.71 ms
64 bytes from 172.16.114.238: icmp_seq=826 ttl=61 time=0.487 ms
64 bytes from 172.16.114.238: icmp_seq=827 ttl=61 time=0.297 ms
64 bytes from 172.16.114.238: icmp_seq=828 ttl=61 time=0.391 ms
64 bytes from 172.16.114.238: icmp_seq=829 ttl=61 time=0.743 ms
64 bytes from 172.16.114.238: icmp_seq=830 ttl=61 time=0.753 ms
64 bytes from 172.16.114.238: icmp_seq=831 ttl=61 time=0.574 ms
64 bytes from 172.16.114.238: icmp_seq=832 ttl=61 time=0.379 ms
64 bytes from 172.16.114.238: icmp_seq=833 ttl=61 time=0.331 ms
64 bytes from 172.16.114.238: icmp_seq=834 ttl=61 time=0.480 ms
64 bytes from 172.16.114.238: icmp_seq=835 ttl=61 time=0.298 ms
64 bytes from 172.16.114.238: icmp_seq=836 ttl=61 time=0.263 ms
64 bytes from 172.16.114.238: icmp_seq=837 ttl=61 time=0.530 ms
64 bytes from 172.16.114.238: icmp_seq=838 ttl=61 time=0.462 ms
64 bytes from 172.16.114.238: icmp_seq=839 ttl=61 time=0.377 ms
64 bytes from 172.16.114.238: icmp_seq=840 ttl=61 time=0.383 ms
64 bytes from 172.16.114.238: icmp_seq=841 ttl=61 time=0.485 ms
64 bytes from 172.16.114.238: icmp_seq=842 ttl=61 time=0.481 ms
64 bytes from 172.16.114.238: icmp_seq=843 ttl=61 time=0.493 ms
64 bytes from 172.16.114.238: icmp_seq=844 ttl=61 time=0.534 ms
64 bytes from 172.16.114.238: icmp_seq=845 ttl=61 time=0.382 ms
64 bytes from 172.16.114.238: icmp_seq=846 ttl=61 time=0.326 ms
64 bytes from 172.16.114.238: icmp_seq=847 ttl=61 time=0.392 ms
64 bytes from 172.16.114.238: icmp_seq=848 ttl=61 time=0.305 ms
64 bytes from 172.16.114.238: icmp_seq=849 ttl=61 time=6.86 ms
64 bytes from 172.16.114.238: icmp_seq=850 ttl=61 time=0.532 ms
64 bytes from 172.16.114.238: icmp_seq=851 ttl=61 time=0.564 ms
64 bytes from 172.16.114.238: icmp_seq=853 ttl=61 time=0.283 ms
64 bytes from 172.16.114.238: icmp_seq=854 ttl=61 time=0.283 ms
64 bytes from 172.16.114.238: icmp_seq=855 ttl=61 time=0.332 ms
64 bytes from 172.16.114.238: icmp_seq=856 ttl=61 time=0.284 ms
64 bytes from 172.16.114.238: icmp_seq=857 ttl=61 time=0.445 ms
64 bytes from 172.16.114.238: icmp_seq=858 ttl=61 time=0.347 ms
64 bytes from 172.16.114.238: icmp_seq=859 ttl=61 time=0.342 ms
64 bytes from 172.16.114.238: icmp_seq=860 ttl=61 time=6.80 ms
64 bytes from 172.16.114.238: icmp_seq=861 ttl=61 time=0.336 ms
64 bytes from 172.16.114.238: icmp_seq=862 ttl=61 time=0.257 ms
64 bytes from 172.16.114.238: icmp_seq=863 ttl=61 time=0.366 ms
64 bytes from 172.16.114.238: icmp_seq=864 ttl=61 time=0.268 ms
64 bytes from 172.16.114.238: icmp_seq=865 ttl=61 time=0.472 ms
64 bytes from 172.16.114.238: icmp_seq=866 ttl=61 time=0.341 ms
64 bytes from 172.16.114.238: icmp_seq=867 ttl=61 time=0.519 ms
64 bytes from 172.16.114.238: icmp_seq=868 ttl=61 time=0.504 ms
64 bytes from 172.16.114.238: icmp_seq=869 ttl=61 time=4.76 ms
64 bytes from 172.16.114.238: icmp_seq=870 ttl=61 time=0.297 ms
64 bytes from 172.16.114.238: icmp_seq=871 ttl=61 time=0.299 ms
64 bytes from 172.16.114.238: icmp_seq=872 ttl=61 time=0.409 ms
64 bytes from 172.16.114.238: icmp_seq=873 ttl=61 time=0.372 ms
64 bytes from 172.16.114.238: icmp_seq=874 ttl=61 time=0.450 ms
64 bytes from 172.16.114.238: icmp_seq=875 ttl=61 time=0.477 ms
64 bytes from 172.16.114.238: icmp_seq=876 ttl=61 time=0.332 ms
64 bytes from 172.16.114.238: icmp_seq=877 ttl=61 time=0.287 ms
64 bytes from 172.16.114.238: icmp_seq=878 ttl=61 time=0.272 ms
64 bytes from 172.16.114.238: icmp_seq=879 ttl=61 time=0.376 ms
64 bytes from 172.16.114.238: icmp_seq=880 ttl=61 time=0.459 ms
64 bytes from 172.16.114.238: icmp_seq=881 ttl=61 time=0.325 ms
64 bytes from 172.16.114.238: icmp_seq=882 ttl=61 time=0.657 ms
64 bytes from 172.16.114.238: icmp_seq=883 ttl=61 time=13.5 ms
64 bytes from 172.16.114.238: icmp_seq=884 ttl=61 time=0.323 ms
64 bytes from 172.16.114.238: icmp_seq=885 ttl=61 time=0.362 ms
64 bytes from 172.16.114.238: icmp_seq=886 ttl=61 time=0.480 ms
64 bytes from 172.16.114.238: icmp_seq=887 ttl=61 time=0.488 ms
64 bytes from 172.16.114.238: icmp_seq=895 ttl=61 time=0.353 ms
64 bytes from 172.16.114.238: icmp_seq=896 ttl=61 time=0.391 ms
64 bytes from 172.16.114.238: icmp_seq=897 ttl=61 time=0.520 ms
64 bytes from 172.16.114.238: icmp_seq=898 ttl=61 time=0.292 ms
64 bytes from 172.16.114.238: icmp_seq=899 ttl=61 time=0.299 ms
64 bytes from 172.16.114.238: icmp_seq=900 ttl=61 time=0.255 ms
64 bytes from 172.16.114.238: icmp_seq=901 ttl=61 time=0.257 ms
64 bytes from 172.16.114.238: icmp_seq=902 ttl=61 time=0.272 ms
64 bytes from 172.16.114.238: icmp_seq=903 ttl=61 time=0.279 ms
64 bytes from 172.16.114.238: icmp_seq=904 ttl=61 time=0.278 ms
64 bytes from 172.16.114.238: icmp_seq=905 ttl=61 time=0.245 ms
64 bytes from 172.16.114.238: icmp_seq=906 ttl=61 time=9.28 ms
64 bytes from 172.16.114.238: icmp_seq=907 ttl=61 time=0.386 ms
64 bytes from 172.16.114.238: icmp_seq=908 ttl=61 time=0.282 ms
64 bytes from 172.16.114.238: icmp_seq=909 ttl=61 time=0.407 ms
64 bytes from 172.16.114.238: icmp_seq=910 ttl=61 time=15.9 ms
64 bytes from 172.16.114.238: icmp_seq=911 ttl=61 time=0.284 ms
64 bytes from 172.16.114.238: icmp_seq=912 ttl=61 time=1.70 ms
64 bytes from 172.16.114.238: icmp_seq=913 ttl=61 time=2.49 ms
64 bytes from 172.16.114.238: icmp_seq=914 ttl=61 time=0.305 ms
64 bytes from 172.16.114.238: icmp_seq=915 ttl=61 time=0.477 ms
64 bytes from 172.16.114.238: icmp_seq=916 ttl=61 time=0.256 ms
64 bytes from 172.16.114.238: icmp_seq=917 ttl=61 time=0.320 ms
64 bytes from 172.16.114.238: icmp_seq=918 ttl=61 time=0.347 ms
64 bytes from 172.16.114.238: icmp_seq=919 ttl=61 time=0.304 ms
64 bytes from 172.16.114.238: icmp_seq=920 ttl=61 time=0.483 ms
64 bytes from 172.16.114.238: icmp_seq=921 ttl=61 time=0.303 ms
64 bytes from 172.16.114.238: icmp_seq=922 ttl=61 time=0.300 ms
64 bytes from 172.16.114.238: icmp_seq=923 ttl=61 time=0.344 ms
64 bytes from 172.16.114.238: icmp_seq=924 ttl=61 time=0.320 ms
64 bytes from 172.16.114.238: icmp_seq=925 ttl=61 time=0.337 ms
64 bytes from 172.16.114.238: icmp_seq=926 ttl=61 time=0.295 ms
64 bytes from 172.16.114.238: icmp_seq=927 ttl=61 time=0.480 ms
64 bytes from 172.16.114.238: icmp_seq=928 ttl=61 time=0.347 ms
64 bytes from 172.16.114.238: icmp_seq=929 ttl=61 time=0.382 ms
64 bytes from 172.16.114.238: icmp_seq=930 ttl=61 time=0.299 ms
64 bytes from 172.16.114.238: icmp_seq=931 ttl=61 time=0.556 ms
64 bytes from 172.16.114.238: icmp_seq=932 ttl=61 time=0.344 ms
64 bytes from 172.16.114.238: icmp_seq=933 ttl=61 time=0.370 ms
64 bytes from 172.16.114.238: icmp_seq=934 ttl=61 time=0.379 ms
64 bytes from 172.16.114.238: icmp_seq=935 ttl=61 time=0.379 ms
64 bytes from 172.16.114.238: icmp_seq=936 ttl=61 time=0.391 ms
64 bytes from 172.16.114.238: icmp_seq=937 ttl=61 time=0.351 ms
64 bytes from 172.16.114.238: icmp_seq=938 ttl=61 time=0.337 ms
64 bytes from 172.16.114.238: icmp_seq=939 ttl=61 time=0.479 ms
64 bytes from 172.16.114.238: icmp_seq=940 ttl=61 time=0.321 ms
64 bytes from 172.16.114.238: icmp_seq=941 ttl=61 time=0.382 ms
64 bytes from 172.16.114.238: icmp_seq=942 ttl=61 time=0.296 ms
64 bytes from 172.16.114.238: icmp_seq=943 ttl=61 time=0.323 ms
64 bytes from 172.16.114.238: icmp_seq=944 ttl=61 time=0.336 ms
64 bytes from 172.16.114.238: icmp_seq=945 ttl=61 time=0.288 ms
64 bytes from 172.16.114.238: icmp_seq=946 ttl=61 time=0.369 ms
64 bytes from 172.16.114.238: icmp_seq=947 ttl=61 time=0.286 ms
64 bytes from 172.16.114.238: icmp_seq=948 ttl=61 time=0.385 ms
64 bytes from 172.16.114.238: icmp_seq=949 ttl=61 time=0.291 ms
64 bytes from 172.16.114.238: icmp_seq=950 ttl=61 time=0.310 ms
64 bytes from 172.16.114.238: icmp_seq=951 ttl=61 time=0.298 ms
64 bytes from 172.16.114.238: icmp_seq=952 ttl=61 time=0.278 ms
64 bytes from 172.16.114.238: icmp_seq=953 ttl=61 time=0.384 ms
64 bytes from 172.16.114.238: icmp_seq=954 ttl=61 time=3.11 ms
64 bytes from 172.16.114.238: icmp_seq=955 ttl=61 time=6.68 ms
64 bytes from 172.16.114.238: icmp_seq=956 ttl=61 time=0.372 ms
64 bytes from 172.16.114.238: icmp_seq=957 ttl=61 time=0.263 ms
64 bytes from 172.16.114.238: icmp_seq=958 ttl=61 time=0.292 ms
64 bytes from 172.16.114.238: icmp_seq=959 ttl=61 time=0.400 ms
64 bytes from 172.16.114.238: icmp_seq=960 ttl=61 time=0.354 ms
64 bytes from 172.16.114.238: icmp_seq=961 ttl=61 time=0.596 ms
64 bytes from 172.16.114.238: icmp_seq=962 ttl=61 time=0.296 ms
64 bytes from 172.16.114.238: icmp_seq=963 ttl=61 time=0.309 ms
64 bytes from 172.16.114.238: icmp_seq=964 ttl=61 time=2.09 ms
64 bytes from 172.16.114.238: icmp_seq=965 ttl=61 time=0.378 ms
64 bytes from 172.16.114.238: icmp_seq=966 ttl=61 time=0.357 ms
64 bytes from 172.16.114.238: icmp_seq=967 ttl=61 time=0.483 ms
64 bytes from 172.16.114.238: icmp_seq=968 ttl=61 time=0.365 ms
64 bytes from 172.16.114.238: icmp_seq=969 ttl=61 time=0.332 ms
64 bytes from 172.16.114.238: icmp_seq=970 ttl=61 time=0.300 ms
64 bytes from 172.16.114.238: icmp_seq=971 ttl=61 time=0.384 ms
64 bytes from 172.16.114.238: icmp_seq=972 ttl=61 time=0.385 ms
64 bytes from 172.16.114.238: icmp_seq=973 ttl=61 time=0.374 ms
64 bytes from 172.16.114.238: icmp_seq=974 ttl=61 time=0.274 ms
64 bytes from 172.16.114.238: icmp_seq=975 ttl=61 time=0.351 ms
64 bytes from 172.16.114.238: icmp_seq=976 ttl=61 time=0.379 ms
64 bytes from 172.16.114.238: icmp_seq=977 ttl=61 time=0.475 ms
64 bytes from 172.16.114.238: icmp_seq=978 ttl=61 time=0.368 ms
64 bytes from 172.16.114.238: icmp_seq=979 ttl=61 time=0.386 ms
64 bytes from 172.16.114.238: icmp_seq=980 ttl=61 time=0.367 ms
64 bytes from 172.16.114.238: icmp_seq=981 ttl=61 time=0.383 ms
64 bytes from 172.16.114.238: icmp_seq=982 ttl=61 time=0.380 ms
64 bytes from 172.16.114.238: icmp_seq=983 ttl=61 time=0.328 ms
64 bytes from 172.16.114.238: icmp_seq=984 ttl=61 time=0.364 ms
64 bytes from 172.16.114.238: icmp_seq=985 ttl=61 time=7.88 ms
64 bytes from 172.16.114.238: icmp_seq=986 ttl=61 time=0.333 ms
64 bytes from 172.16.114.238: icmp_seq=987 ttl=61 time=0.479 ms
64 bytes from 172.16.114.238: icmp_seq=988 ttl=61 time=0.387 ms
64 bytes from 172.16.114.238: icmp_seq=989 ttl=61 time=0.343 ms
64 bytes from 172.16.114.238: icmp_seq=990 ttl=61 time=0.311 ms
64 bytes from 172.16.114.238: icmp_seq=991 ttl=61 time=0.335 ms
64 bytes from 172.16.114.238: icmp_seq=992 ttl=61 time=0.352 ms
64 bytes from 172.16.114.238: icmp_seq=993 ttl=61 time=0.379 ms
64 bytes from 172.16.114.238: icmp_seq=994 ttl=61 time=0.302 ms
64 bytes from 172.16.114.238: icmp_seq=995 ttl=61 time=0.356 ms
64 bytes from 172.16.114.238: icmp_seq=996 ttl=61 time=0.261 ms
64 bytes from 172.16.114.238: icmp_seq=997 ttl=61 time=0.385 ms
64 bytes from 172.16.114.238: icmp_seq=998 ttl=61 time=0.395 ms
64 bytes from 172.16.114.238: icmp_seq=999 ttl=61 time=0.554 ms
64 bytes from 172.16.114.238: icmp_seq=1000 ttl=61 time=0.304 ms

--- 172.16.114.238 ping statistics ---
1000 packets transmitted, 977 received, 2% packet loss, time 1015303ms
rtt min/avg/max/mdev = 0.244/1.083/175.827/6.021 ms
